booking_id,hotel,arrival_date,arrival_year,arrival_month,lead_time,lead_time_category,market_segment,deposit_type,customer_type,country,agent,adr,total_nights,previous_cancellations,total_of_special_requests,days_in_waiting_list,is_repeated_guest,estimated_revenue,is_canceled,risk_prob,risk_level,predicted_cancel,expected_lost_revenue,expected_realised_revenue
150,Resort Hotel,2015-07-05,2015,July,93,Long Term,Offline TA/TO,No Deposit,Transient,PRT,15.0,105.5,7,0,0,0,0,738.5,1,0.5093,High,1,376.12,362.38
151,Resort Hotel,2015-07-05,2015,July,97,Long Term,Direct,No Deposit,Transient,PRT,250.0,164.2,7,0,1,0,0,1149.4,0,0.2486,Low,0,285.74,863.66
152,Resort Hotel,2015-07-05,2015,July,29,Short Term,Online TA,No Deposit,Transient,IRL,241.0,97.29,7,0,1,0,0,681.0300000000001,0,0.0039,Low,0,2.66,678.37
153,Resort Hotel,2015-07-05,2015,July,101,Long Term,Online TA,No Deposit,Transient,PRT,240.0,114.0,7,0,1,0,0,798.0,1,0.5005,High,1,399.4,398.6
154,Resort Hotel,2015-07-05,2015,July,27,Short Term,Offline TA/TO,No Deposit,Transient,ESP,175.0,98.4,7,0,0,0,0,688.8000000000001,0,0.0054,Low,0,3.72,685.08
155,Resort Hotel,2015-07-05,2015,July,8,Short Term,Online TA,No Deposit,Transient,CHE,240.0,175.0,9,0,1,0,0,1575.0,0,0.0447,Low,0,70.4,1504.6
156,Resort Hotel,2015-07-05,2015,July,82,Medium Term,Offline TA/TO,No Deposit,Transient,PRT,5.0,63.6,10,0,2,0,0,636.0,0,0.3462,Medium,0,220.18,415.82
157,Resort Hotel,2015-07-05,2015,July,94,Long Term,Direct,No Deposit,Transient,PRT,No Agent,124.45,10,0,1,0,0,1244.5,0,0.2915,Medium,0,362.77,881.73
158,Resort Hotel,2015-07-05,2015,July,110,Long Term,Offline TA/TO,No Deposit,Contract,GBR,40.0,110.7,11,0,0,0,0,1217.7,0,0.003,Low,0,3.65,1214.05
159,Resort Hotel,2015-07-05,2015,July,96,Long Term,Offline TA/TO,No Deposit,Contract,GBR,40.0,74.07,14,0,0,0,0,1036.98,0,0.0028,Low,0,2.9,1034.08
160,Resort Hotel,2015-07-05,2015,July,79,Medium Term,Offline TA/TO,No Deposit,Contract,GBR,243.0,134.1,14,0,0,0,0,1877.4,0,0.0032,Low,0,6.01,1871.39
161,Resort Hotel,2015-07-06,2015,July,115,Long Term,Online TA,No Deposit,Transient,PRT,240.0,167.0,5,0,0,0,0,835.0,0,0.8111,High,1,677.27,157.73
162,Resort Hotel,2015-07-06,2015,July,111,Long Term,Online TA,No Deposit,Transient,PRT,240.0,123.0,4,0,2,0,0,492.0,0,0.319,Medium,0,156.95,335.05
163,Resort Hotel,2015-07-06,2015,July,51,Medium Term,Online TA,No Deposit,Transient,USA,241.0,117.81,4,0,2,0,0,471.24,0,0.0039,Low,0,1.84,469.4
164,Resort Hotel,2015-07-06,2015,July,94,Long Term,Offline TA/TO,No Deposit,Transient,CN,96.0,171.32,4,0,1,0,0,685.28,0,0.0022,Low,0,1.51,683.77
165,Resort Hotel,2015-07-06,2015,July,81,Medium Term,Direct,No Deposit,Transient,CHE,250.0,210.0,4,0,0,0,0,840.0,0,0.0367,Low,0,30.83,809.17
166,Resort Hotel,2015-07-06,2015,July,84,Medium Term,Online TA,No Deposit,Transient,PRT,240.0,97.0,4,0,2,0,0,388.0,0,0.3034,Medium,0,117.72,270.28
167,Resort Hotel,2015-07-06,2015,July,51,Medium Term,Online TA,No Deposit,Transient,USA,241.0,117.81,4,0,2,0,0,471.24,0,0.004,Low,0,1.88,469.36
168,Resort Hotel,2015-07-06,2015,July,111,Long Term,Online TA,No Deposit,Transient,PRT,240.0,0.0,0,0,2,0,0,0.0,0,0.0637,Low,0,0.0,0.0
169,Resort Hotel,2015-07-06,2015,July,0,Last Minute,Direct,No Deposit,Transient,PRT,250.0,0.0,0,0,0,0,0,0.0,0,0.0215,Low,0,0.0,0.0
170,Resort Hotel,2015-07-06,2015,July,2,Last Minute,Direct,No Deposit,Transient,PRT,No Agent,131.0,1,0,0,0,0,131.0,0,0.1031,Low,0,13.51,117.49
171,Resort Hotel,2015-07-06,2015,July,7,Last Minute,Online TA,No Deposit,Transient,PRT,240.0,98.0,2,0,2,0,0,196.0,0,0.0818,Low,0,16.03,179.97
172,Resort Hotel,2015-07-06,2015,July,98,Long Term,Online TA,No Deposit,Transient,USA,240.0,87.3,2,0,1,0,0,174.6,0,0.0665,Low,0,11.61,162.99
173,Resort Hotel,2015-07-06,2015,July,95,Long Term,Online TA,No Deposit,Transient,GRC,240.0,97.0,3,0,1,0,0,291.0,0,0.0509,Low,0,14.81,276.19
174,Resort Hotel,2015-07-06,2015,July,48,Medium Term,Online TA,No Deposit,Transient,PRT,240.0,167.0,4,0,0,0,0,668.0,1,0.7377,High,1,492.78,175.22
175,Resort Hotel,2015-07-06,2015,July,66,Medium Term,Offline TA/TO,No Deposit,Transient,PRT,175.0,91.5,4,0,0,0,0,366.0,0,0.5787,High,1,211.8,154.2
176,Resort Hotel,2015-07-06,2015,July,104,Long Term,Online TA,No Deposit,Transient,PRT,240.0,73.8,4,0,1,0,0,295.2,0,0.419,Medium,0,123.69,171.51
177,Resort Hotel,2015-07-06,2015,July,28,Short Term,Online TA,No Deposit,Transient,PRT,240.0,123.0,5,0,0,0,0,615.0,0,0.7726,High,1,475.15,139.85
178,Resort Hotel,2015-07-06,2015,July,34,Medium Term,Direct,No Deposit,Transient,PRT,250.0,175.0,5,0,0,0,0,875.0,0,0.3615,Medium,0,316.31,558.69
179,Resort Hotel,2015-07-06,2015,July,98,Long Term,Online TA,No Deposit,Transient,ESP,240.0,117.8,6,0,1,0,0,706.8,0,0.0807,Low,0,57.04,649.76
180,Resort Hotel,2015-07-06,2015,July,104,Long Term,Online TA,No Deposit,Transient,PRT,240.0,117.63,6,0,0,0,0,705.78,0,0.8418,High,1,594.13,111.65
181,Resort Hotel,2015-07-06,2015,July,68,Medium Term,Online TA,No Deposit,Transient,PRT,240.0,185.0,7,0,0,0,0,1295.0,0,0.8078,High,1,1046.1,248.9
182,Resort Hotel,2015-07-06,2015,July,86,Medium Term,Offline TA/TO,No Deposit,Transient,PRT,175.0,71.0,7,0,1,0,0,497.0,1,0.4684,Medium,0,232.79,264.21
183,Resort Hotel,2015-07-06,2015,July,258,Very Long Term,Offline TA/TO,No Deposit,Contract,GBR,2.0,47.25,7,0,0,0,0,330.75,0,0.007,Low,0,2.32,328.43
184,Resort Hotel,2015-07-06,2015,July,111,Long Term,Online TA,No Deposit,Transient,PRT,240.0,151.0,8,0,1,0,0,1208.0,0,0.4596,Medium,0,555.2,652.8
185,Resort Hotel,2015-07-06,2015,July,94,Long Term,Online TA,No Deposit,Transient,PRT,240.0,87.3,10,0,0,0,0,873.0,1,0.8353,High,1,729.22,143.78
186,Resort Hotel,2015-07-06,2015,July,112,Long Term,Offline TA/TO,No Deposit,Transient,GBR,242.0,120.6,10,0,1,0,0,1206.0,0,0.0031,Low,0,3.74,1202.26
187,Resort Hotel,2015-07-06,2015,July,100,Long Term,Offline TA/TO,No Deposit,Transient,GBR,241.0,63.86,10,0,1,0,0,638.6,0,0.0016,Low,0,1.02,637.58
188,Resort Hotel,2015-07-06,2015,July,33,Medium Term,Direct,No Deposit,Transient,PRT,250.0,157.1,10,0,1,0,0,1571.0,0,0.2402,Low,0,377.35,1193.65
189,Resort Hotel,2015-07-06,2015,July,97,Long Term,Offline TA/TO,No Deposit,Contract,GBR,156.0,91.37,10,0,2,0,0,913.7,0,0.0021,Low,0,1.92,911.78
190,Resort Hotel,2015-07-06,2015,July,80,Medium Term,Direct,No Deposit,Transient,FRA,No Agent,73.0,11,0,0,0,0,803.0,0,0.0475,Low,0,38.14,764.86
191,Resort Hotel,2015-07-06,2015,July,90,Medium Term,Offline TA/TO,No Deposit,Contract,ITA,8.0,110.7,14,0,0,0,0,1549.8,0,0.0027,Low,0,4.18,1545.62
192,Resort Hotel,2015-07-06,2015,July,111,Long Term,Offline TA/TO,No Deposit,Contract,GBR,40.0,93.6,14,0,0,0,0,1310.4,0,0.0031,Low,0,4.06,1306.34
193,Resort Hotel,2015-07-06,2015,July,65,Medium Term,Offline TA/TO,No Deposit,Transient,PRT,127.0,83.5,7,0,0,0,0,584.5,0,0.501,High,1,292.83,291.67
194,Resort Hotel,2015-07-07,2015,July,67,Medium Term,Online TA,No Deposit,Transient,PRT,240.0,73.8,2,0,1,0,0,147.6,1,0.3559,Medium,0,52.53,95.07
195,Resort Hotel,2015-07-07,2015,July,55,Medium Term,Online TA,No Deposit,Transient,ESP,240.0,82.0,3,0,2,0,0,246.0,0,0.0407,Low,0,10.01,235.99
196,Resort Hotel,2015-07-07,2015,July,21,Short Term,Direct,No Deposit,Transient,PRT,250.0,185.5,3,0,1,0,0,556.5,0,0.192,Low,0,106.85,449.65
197,Resort Hotel,2015-07-07,2015,July,8,Short Term,Direct,No Deposit,Transient,PRT,No Agent,0.0,0,0,1,0,0,0.0,0,0.0237,Low,0,0.0,0.0
198,Resort Hotel,2015-07-07,2015,July,8,Short Term,Online TA,No Deposit,Transient,PRT,240.0,0.0,0,0,1,0,0,0.0,0,0.0234,Low,0,0.0,0.0
199,Resort Hotel,2015-07-07,2015,July,0,Last Minute,Online TA,No Deposit,Transient,GBR,240.0,109.8,1,0,3,0,0,109.8,0,0.0177,Low,0,1.94,107.86
200,Resort Hotel,2015-07-07,2015,July,0,Last Minute,Direct,No Deposit,Transient,PRT,No Agent,195.0,1,0,0,0,0,195.0,0,0.0593,Low,0,11.56,183.44
201,Resort Hotel,2015-07-07,2015,July,0,Last Minute,Online TA,No Deposit,Transient,GBR,240.0,109.8,1,0,3,0,0,109.8,0,0.0177,Low,0,1.94,107.86
202,Resort Hotel,2015-07-07,2015,July,8,Short Term,Online TA,No Deposit,Transient,ESP,240.0,193.0,4,0,1,0,0,772.0,0,0.035,Low,0,27.02,744.98
203,Resort Hotel,2015-07-07,2015,July,66,Medium Term,Online TA,No Deposit,Transient,PRT,240.0,97.0,4,0,2,0,0,388.0,0,0.3347,Medium,0,129.86,258.14
204,Resort Hotel,2015-07-07,2015,July,88,Medium Term,Offline TA/TO,No Deposit,Transient,USA,95.0,150.0,4,0,1,0,0,600.0,0,0.0036,Low,0,2.16,597.84
205,Resort Hotel,2015-07-07,2015,July,0,Last Minute,Direct,No Deposit,Transient,NLD,No Agent,98.0,4,0,0,0,0,392.0,0,0.0049,Low,0,1.92,390.08
206,Resort Hotel,2015-07-07,2015,July,43,Medium Term,Offline TA/TO,No Deposit,Transient,PRT,134.0,91.5,5,0,0,0,0,457.5,1,0.4451,Medium,0,203.63,253.87
207,Resort Hotel,2015-07-07,2015,July,88,Medium Term,Online TA,No Deposit,Transient,PRT,240.0,139.0,7,0,2,0,0,973.0,1,0.4002,Medium,0,389.39,583.61
208,Resort Hotel,2015-07-07,2015,July,54,Medium Term,Offline TA/TO,No Deposit,Transient,IRL,8.0,79.5,7,0,0,0,0,556.5,0,0.0031,Low,0,1.73,554.77
209,Resort Hotel,2015-07-07,2015,July,292,Very Long Term,Offline TA/TO,No Deposit,Contract,PRT,2.0,47.25,7,0,0,0,0,330.75,1,0.8141,High,1,269.26,61.49
210,Resort Hotel,2015-07-07,2015,July,112,Long Term,Offline TA/TO,No Deposit,Contract,IRL,156.0,126.65,14,0,1,0,0,1773.1,0,0.0029,Low,0,5.14,1767.96
211,Resort Hotel,2015-07-08,2015,July,68,Medium Term,Online TA,No Deposit,Transient,GBR,240.0,107.0,3,0,1,0,0,321.0,0,0.085,Low,0,27.29,293.72
212,Resort Hotel,2015-07-08,2015,July,7,Last Minute,Online TA,No Deposit,Transient,PRT,240.0,131.0,4,0,2,0,0,524.0,0,0.1043,Low,0,54.65,469.35
213,Resort Hotel,2015-07-08,2015,July,1,Last Minute,Online TA,No Deposit,Transient,ESP,240.0,131.0,4,0,1,0,0,524.0,0,0.0117,Low,0,6.13,517.87
214,Resort Hotel,2015-07-08,2015,July,113,Long Term,Online TA,No Deposit,Transient,PRT,240.0,123.0,4,0,1,0,0,492.0,1,0.4382,Medium,0,215.59,276.41
215,Resort Hotel,2015-07-08,2015,July,5,Last Minute,Online TA,No Deposit,Transient,ESP,240.0,146.0,4,0,1,0,0,584.0,0,0.022,Low,0,12.85,571.15
216,Resort Hotel,2015-07-08,2015,July,83,Medium Term,Offline TA/TO,No Deposit,Transient,PRT,105.0,110.7,4,0,1,0,0,442.8,0,0.2567,Medium,0,113.67,329.13
217,Resort Hotel,2015-07-08,2015,July,105,Long Term,Online TA,No Deposit,Transient,PRT,240.0,73.8,4,0,1,0,0,295.2,1,0.4528,Medium,0,133.67,161.53
218,Resort Hotel,2015-07-08,2015,July,0,Last Minute,Offline TA/TO,No Deposit,Transient,PRT,146.0,61.0,1,0,0,0,0,61.0,0,0.0562,Low,0,3.43,57.57
219,Resort Hotel,2015-07-08,2015,July,1,Last Minute,Corporate,No Deposit,Transient,PRT,No Agent,104.72,1,0,1,0,0,104.72,1,0.2564,Medium,0,26.85,77.87
220,Resort Hotel,2015-07-08,2015,July,1,Last Minute,Corporate,No Deposit,Transient,PRT,No Agent,104.72,1,0,1,0,0,104.72,1,0.2564,Medium,0,26.85,77.87
221,Resort Hotel,2015-07-08,2015,July,1,Last Minute,Corporate,No Deposit,Transient,CHE,No Agent,104.72,2,0,1,0,0,209.44,0,0.0118,Low,0,2.47,206.97
222,Resort Hotel,2015-07-08,2015,July,102,Long Term,Direct,No Deposit,Transient,PRT,9.0,66.42,5,0,1,0,0,332.1,1,0.2875,Medium,0,95.48,236.62
223,Resort Hotel,2015-07-08,2015,July,113,Long Term,Direct,No Deposit,Transient,PRT,250.0,77.96,6,0,1,0,0,467.76,0,0.2709,Medium,0,126.72,341.04
224,Resort Hotel,2015-07-08,2015,July,280,Very Long Term,Offline TA/TO,No Deposit,Contract,PRT,40.0,112.0,7,0,1,0,0,784.0,1,0.5743,High,1,450.25,333.75
225,Resort Hotel,2015-07-08,2015,July,96,Long Term,Online TA,No Deposit,Transient,GBR,240.0,107.0,7,0,1,0,0,749.0,0,0.1227,Low,0,91.9,657.1
226,Resort Hotel,2015-07-08,2015,July,394,Very Long Term,Offline TA/TO,No Deposit,Contract,GBR,40.0,89.68,7,0,0,0,0,627.76,0,0.0038,Low,0,2.39,625.37
227,Resort Hotel,2015-07-08,2015,July,33,Medium Term,Online TA,No Deposit,Transient,PRT,240.0,155.0,7,0,0,0,0,1085.0,0,0.7918,High,1,859.1,225.9
228,Resort Hotel,2015-07-08,2015,July,82,Medium Term,Direct,No Deposit,Transient,IRL,250.0,112.0,8,0,1,0,0,896.0,0,0.0099,Low,0,8.87,887.13
229,Resort Hotel,2015-07-08,2015,July,100,Long Term,Online TA,No Deposit,Transient-Party,DNK,240.0,130.1,9,0,3,0,0,1170.9,0,0.0067,Low,0,7.85,1163.05
230,Resort Hotel,2015-07-08,2015,July,100,Long Term,Online TA,No Deposit,Transient-Party,DNK,240.0,100.1,9,0,2,0,0,900.9,0,0.0086,Low,0,7.75,893.15
231,Resort Hotel,2015-07-09,2015,July,17,Short Term,Online TA,No Deposit,Transient,PRT,242.0,123.0,1,0,3,0,0,123.0,0,0.252,Medium,0,31.0,92.0
232,Resort Hotel,2015-07-09,2015,July,68,Medium Term,Direct,No Deposit,Transient,ARG,250.0,124.0,2,0,1,0,0,248.0,0,0.0106,Low,0,2.63,245.37
233,Resort Hotel,2015-07-09,2015,July,12,Short Term,Direct,No Deposit,Transient,PRT,No Agent,146.0,2,0,0,0,0,292.0,0,0.2608,Medium,0,76.15,215.85
234,Resort Hotel,2015-07-09,2015,July,77,Medium Term,Direct,No Deposit,Transient,PRT,250.0,97.0,3,0,0,0,0,291.0,1,0.3879,Medium,0,112.88,178.12
235,Resort Hotel,2015-07-09,2015,July,24,Short Term,Online TA,No Deposit,Transient,PRT,242.0,123.0,3,0,1,0,0,369.0,1,0.4245,Medium,0,156.64,212.36
236,Resort Hotel,2015-07-09,2015,July,44,Medium Term,Online TA,No Deposit,Transient,PRT,240.0,153.0,3,0,0,0,0,459.0,1,0.7582,High,1,348.01,110.99
237,Resort Hotel,2015-07-09,2015,July,78,Medium Term,Online TA,No Deposit,Transient,PRT,240.0,82.0,3,0,2,0,0,246.0,0,0.3521,Medium,0,86.62,159.38
238,Resort Hotel,2015-07-09,2015,July,17,Short Term,Online TA,No Deposit,Transient,PRT,240.0,105.08,4,0,0,0,0,420.32,1,0.5995,High,1,251.98,168.34
239,Resort Hotel,2015-07-09,2015,July,103,Long Term,Online TA,No Deposit,Transient,PRT,240.0,65.42,4,0,0,0,0,261.68,1,0.7467,High,1,195.4,66.28
240,Resort Hotel,2015-07-09,2015,July,16,Short Term,Direct,No Deposit,Transient,RUS,250.0,98.0,4,0,1,0,0,392.0,0,0.0137,Low,0,5.37,386.63
241,Resort Hotel,2015-07-09,2015,July,14,Short Term,Online TA,No Deposit,Transient,SWE,241.0,75.46,5,0,1,0,0,377.3,0,0.0021,Low,0,0.79,376.51
242,Resort Hotel,2015-07-09,2015,July,77,Medium Term,Offline TA/TO,No Deposit,Transient,POL,177.0,65.5,5,0,0,0,0,327.5,0,0.0027,Low,0,0.88,326.62
243,Resort Hotel,2015-07-09,2015,July,90,Medium Term,Offline TA/TO,No Deposit,Transient,FRA,6.0,90.95,7,0,0,0,0,636.65,0,0.0048,Low,0,3.06,633.59
244,Resort Hotel,2015-07-09,2015,July,90,Medium Term,Offline TA/TO,No Deposit,Contract,GBR,40.0,93.6,7,0,0,0,0,655.1999999999999,0,0.0027,Low,0,1.77,653.43
245,Resort Hotel,2015-07-09,2015,July,90,Medium Term,Offline TA/TO,No Deposit,Contract,GBR,143.0,119.25,7,0,0,0,0,834.75,0,0.0078,Low,0,6.51,828.24
246,Resort Hotel,2015-07-09,2015,July,366,Very Long Term,Offline TA/TO,No Deposit,Contract,GBR,40.0,134.73,7,0,0,0,0,943.11,0,0.0045,Low,0,4.24,938.87
247,Resort Hotel,2015-07-09,2015,July,249,Very Long Term,Online TA,No Deposit,Transient,PRT,240.0,112.0,7,0,1,0,0,784.0,0,0.6301,High,1,494.0,290.0
248,Resort Hotel,2015-07-09,2015,July,69,Medium Term,Online TA,No Deposit,Transient,PRT,240.0,118.13,8,0,2,0,0,945.04,1,0.3939,Medium,0,372.25,572.79
249,Resort Hotel,2015-07-10,2015,July,10,Short Term,Direct,No Deposit,Transient,USA,250.0,131.0,1,0,0,0,0,131.0,0,0.0203,Low,0,2.66,128.34
250,Resort Hotel,2015-07-10,2015,July,22,Short Term,Online TA,No Deposit,Transient,PRT,240.0,88.2,2,0,0,0,0,176.4,0,0.6518,High,1,114.98,61.42
251,Resort Hotel,2015-07-10,2015,July,91,Long Term,Online TA,No Deposit,Transient,PRT,240.0,73.8,2,0,1,0,0,147.6,0,0.5004,High,1,73.86,73.74
252,Resort Hotel,2015-07-10,2015,July,23,Short Term,Online TA,No Deposit,Transient,PRT,240.0,98.0,2,0,0,0,0,196.0,0,0.6545,High,1,128.28,67.72
253,Resort Hotel,2015-07-10,2015,July,11,Short Term,Online TA,No Deposit,Transient,PRT,240.0,110.5,2,0,1,0,0,221.0,0,0.2338,Low,0,51.67,169.33
254,Resort Hotel,2015-07-10,2015,July,3,Last Minute,Online TA,No Deposit,Transient,PRT,240.0,131.0,2,0,1,0,0,262.0,0,0.0889,Low,0,23.29,238.71
255,Resort Hotel,2015-07-10,2015,July,13,Short Term,Online TA,No Deposit,Transient,PRT,240.0,185.0,2,0,1,0,0,370.0,0,0.2416,Low,0,89.39,280.61
256,Resort Hotel,2015-07-10,2015,July,108,Long Term,Online TA,No Deposit,Transient,PRT,240.0,87.3,2,0,2,0,0,174.6,0,0.3882,Medium,0,67.78,106.82
257,Resort Hotel,2015-07-10,2015,July,91,Long Term,Online TA,No Deposit,Transient,PRT,240.0,73.8,2,0,1,0,0,147.6,0,0.5004,High,1,73.86,73.74
258,Resort Hotel,2015-07-10,2015,July,37,Medium Term,Online TA,No Deposit,Transient,GBR,105.0,120.0,3,0,1,0,0,360.0,0,0.0098,Low,0,3.53,356.47
259,Resort Hotel,2015-07-10,2015,July,21,Short Term,Direct,No Deposit,Transient,AUS,250.0,98.0,3,0,1,0,0,294.0,0,0.0125,Low,0,3.68,290.32
260,Resort Hotel,2015-07-10,2015,July,106,Long Term,Online TA,No Deposit,Transient,GBR,240.0,96.3,3,0,2,0,0,288.9,0,0.071,Low,0,20.51,268.39
261,Resort Hotel,2015-07-10,2015,July,30,Short Term,Direct,No Deposit,Transient-Party,PRT,No Agent,197.0,4,0,1,0,0,788.0,0,0.1298,Low,0,102.28,685.72
262,Resort Hotel,2015-07-10,2015,July,30,Short Term,Direct,No Deposit,Transient-Party,PRT,No Agent,197.0,4,0,1,0,0,788.0,0,0.1298,Low,0,102.28,685.72
263,Resort Hotel,2015-07-10,2015,July,51,Medium Term,Online TA,No Deposit,Transient,PRT,240.0,123.0,5,0,0,0,0,615.0,1,0.7863,High,1,483.57,131.43
264,Resort Hotel,2015-07-10,2015,July,79,Medium Term,Online TA,No Deposit,Transient,POL,240.0,82.0,5,0,2,0,0,410.0,0,0.0429,Low,0,17.59,392.41
265,Resort Hotel,2015-07-10,2015,July,21,Short Term,Direct,No Deposit,Transient,PRT,250.0,165.0,5,0,3,0,0,825.0,0,0.086,Low,0,70.95,754.05
266,Resort Hotel,2015-07-10,2015,July,35,Medium Term,Online TA,No Deposit,Transient,EST,240.0,149.4,5,0,0,0,0,747.0,0,0.2326,Low,0,173.75,573.25
267,Resort Hotel,2015-07-10,2015,July,78,Medium Term,Online TA,No Deposit,Transient,PRT,240.0,106.84,7,0,2,0,0,747.88,0,0.3802,Medium,0,284.34,463.54
268,Resort Hotel,2015-07-10,2015,July,31,Medium Term,Direct,No Deposit,Transient,PRT,250.0,161.0,7,0,1,0,0,1127.0,0,0.2025,Low,0,228.22,898.78
269,Resort Hotel,2015-07-10,2015,July,78,Medium Term,Online TA,No Deposit,Transient,PRT,240.0,134.43,7,0,2,0,0,941.01,0,0.3665,Medium,0,344.88,596.13
270,Resort Hotel,2015-07-10,2015,July,78,Medium Term,Online TA,No Deposit,Transient,PRT,240.0,144.43,7,0,2,0,0,1011.01,0,0.3868,Medium,0,391.06,619.95
271,Resort Hotel,2015-07-10,2015,July,44,Medium Term,Offline TA/TO,No Deposit,Transient,RUS,244.0,152.0,7,0,0,0,0,1064.0,0,0.0069,Low,0,7.34,1056.66
272,Resort Hotel,2015-07-10,2015,July,34,Medium Term,Online TA,No Deposit,Transient,GBR,241.0,125.54,7,0,3,0,0,878.7800000000001,0,0.004,Low,0,3.52,875.26
273,Resort Hotel,2015-07-10,2015,July,87,Medium Term,Offline TA/TO,No Deposit,Transient,PRT,5.0,133.83,7,0,2,0,0,936.81,0,0.2503,Medium,0,234.48,702.33
274,Resort Hotel,2015-07-10,2015,July,11,Short Term,Direct,No Deposit,Transient,PRT,250.0,159.75,8,0,0,0,0,1278.0,0,0.3385,Medium,0,432.6,845.4
275,Resort Hotel,2015-07-10,2015,July,115,Long Term,Online TA,No Deposit,Transient,IRL,240.0,120.6,9,0,2,0,0,1085.4,0,0.063,Low,0,68.38,1017.02
276,Resort Hotel,2015-07-10,2015,July,86,Medium Term,Online TA,No Deposit,Transient,PRT,240.0,112.2,10,0,0,0,0,1122.0,0,0.8275,High,1,928.46,193.54
277,Resort Hotel,2015-07-10,2015,July,41,Medium Term,Online TA,No Deposit,Transient,GBR,241.0,110.6,11,0,0,0,0,1216.6,0,0.0266,Low,0,32.36,1184.24
278,Resort Hotel,2015-07-10,2015,July,32,Medium Term,Online TA,No Deposit,Transient,DNK,241.0,105.9,13,0,0,0,0,1376.7,0,0.0104,Low,0,14.32,1362.38
279,Resort Hotel,2015-07-10,2015,July,34,Medium Term,Online TA,No Deposit,Transient,GBR,241.0,95.27,7,0,3,0,0,666.89,0,0.0039,Low,0,2.6,664.29
280,Resort Hotel,2015-07-10,2015,July,34,Medium Term,Online TA,No Deposit,Transient,GBR,241.0,108.83,7,0,1,0,0,761.81,0,0.0053,Low,0,4.04,757.77
281,Resort Hotel,2015-07-11,2015,July,100,Long Term,Offline TA/TO,No Deposit,Transient,PRT,149.0,153.96,5,0,0,0,0,769.8000000000001,1,0.5421,High,1,417.31,352.49
282,Resort Hotel,2015-07-11,2015,July,44,Medium Term,Online TA,No Deposit,Transient,ESP,240.0,120.6,5,0,0,0,0,603.0,0,0.2282,Low,0,137.6,465.4
283,Resort Hotel,2015-07-11,2015,July,304,Very Long Term,Direct,No Deposit,Transient,PRT,240.0,90.67,6,0,1,0,0,544.02,0,0.6724,High,1,365.8,178.22
284,Resort Hotel,2015-07-11,2015,July,36,Medium Term,Online TA,No Deposit,Transient,PRT,240.0,126.67,6,0,0,0,0,760.02,1,0.7895,High,1,600.04,159.98
285,Resort Hotel,2015-07-11,2015,July,117,Long Term,Offline TA/TO,No Deposit,Transient,PRT,15.0,144.4,6,0,1,0,0,866.4000000000001,0,0.3441,Medium,0,298.13,568.27
286,Resort Hotel,2015-07-11,2015,July,70,Medium Term,Online TA,No Deposit,Transient,ESP,240.0,99.5,6,0,2,0,0,597.0,0,0.0458,Low,0,27.34,569.66
287,Resort Hotel,2015-07-11,2015,July,110,Long Term,Direct,No Deposit,Transient,PRT,250.0,139.4,7,0,1,0,0,975.8,0,0.2734,Medium,0,266.78,709.02
288,Resort Hotel,2015-07-11,2015,July,109,Long Term,Online TA,No Deposit,Transient,PRT,240.0,73.8,7,0,1,0,0,516.6,1,0.5419,High,1,279.95,236.65
289,Resort Hotel,2015-07-11,2015,July,33,Medium Term,Online TA,No Deposit,Transient,GBR,241.0,89.97,4,0,1,0,0,359.88,0,0.0069,Low,0,2.48,357.4
290,Resort Hotel,2015-07-11,2015,July,33,Medium Term,Online TA,No Deposit,Transient,PRT,240.0,123.0,4,0,0,0,0,492.0,0,0.7667,High,1,377.22,114.78
291,Resort Hotel,2015-07-11,2015,July,33,Medium Term,Online TA,No Deposit,Transient,CZE,240.0,123.0,4,0,0,0,0,492.0,0,0.235,Low,0,115.62,376.38
292,Resort Hotel,2015-07-11,2015,July,0,Last Minute,Direct,No Deposit,Transient,GBR,No Agent,123.0,1,0,0,0,0,123.0,0,0.0076,Low,0,0.93,122.07
293,Resort Hotel,2015-07-11,2015,July,0,Last Minute,Online TA,No Deposit,Transient,DEU,240.0,144.9,1,0,1,0,0,144.9,0,0.0084,Low,0,1.22,143.68
294,Resort Hotel,2015-07-11,2015,July,0,Last Minute,Direct,No Deposit,Transient,ESP,No Agent,153.0,1,0,0,0,0,153.0,0,0.0062,Low,0,0.95,152.05
295,Resort Hotel,2015-07-11,2015,July,0,Last Minute,Online TA,No Deposit,Transient,ESP,240.0,131.0,1,0,1,0,0,131.0,0,0.0084,Low,0,1.1,129.9
296,Resort Hotel,2015-07-11,2015,July,84,Medium Term,Corporate,No Deposit,Transient,PRT,No Agent,100.0,2,0,0,0,0,200.0,0,0.4071,Medium,0,81.42,118.58
297,Resort Hotel,2015-07-11,2015,July,71,Medium Term,Offline TA/TO,No Deposit,Transient,ESP,175.0,65.5,2,0,0,0,0,131.0,0,0.0065,Low,0,0.85,130.15
298,Resort Hotel,2015-07-11,2015,July,16,Short Term,Online TA,No Deposit,Transient,ROU,242.0,123.0,2,0,1,0,0,246.0,0,0.005,Low,0,1.23,244.77
299,Resort Hotel,2015-07-11,2015,July,54,Medium Term,Online TA,No Deposit,Transient,PRT,240.0,123.0,3,0,0,0,0,369.0,0,0.7556,High,1,278.82,90.18
