priority_rank,booking_id,hotel,arrival_date,total_nights,days_in_waiting_list,adr,risk_prob,risk_level,estimated_revenue,expected_realised_revenue
323,57514,City Hotel,2016-09-26,3,223,107.0,0.0295,Low,321.0,311.53
324,10575,Resort Hotel,2017-03-14,18,50,44.0,0.6075,High,792.0,310.86
325,8727,Resort Hotel,2016-10-11,7,150,46.36,0.0432,Low,324.52,310.5
326,28991,Resort Hotel,2016-10-11,7,150,46.36,0.0432,Low,324.52,310.5
327,28993,Resort Hotel,2016-10-11,7,150,46.36,0.0432,Low,324.52,310.5
328,8796,Resort Hotel,2016-10-14,7,125,44.36,0.0085,Low,310.52,307.88
329,87772,City Hotel,2016-04-22,4,48,77.0,0.0005,Low,308.0,307.85
330,87771,City Hotel,2016-04-22,4,48,77.0,0.0006,Low,308.0,307.82
331,8725,Resort Hotel,2016-10-11,7,150,44.36,0.0247,Low,310.52,302.85
332,45709,City Hotel,2015-11-18,4,87,75.0,0.0005,Low,300.0,299.85
333,44140,City Hotel,2015-09-30,3,80,100.0,0.0009,Low,300.0,299.73
334,111263,City Hotel,2017-05-05,3,84,100.0,0.002,Low,300.0,299.4
335,96026,City Hotel,2016-08-25,3,49,100.0,0.0034,Low,300.0,298.98
336,96061,City Hotel,2016-08-25,3,49,100.0,0.0034,Low,300.0,298.98
337,8696,Resort Hotel,2016-10-09,7,101,42.81,0.011,Low,299.67,296.37
338,8699,Resort Hotel,2016-10-09,7,101,42.81,0.011,Low,299.67,296.37
339,34024,Resort Hotel,2017-03-07,4,107,75.0,0.0229,Low,300.0,293.13
340,34026,Resort Hotel,2017-03-07,4,93,75.0,0.0235,Low,300.0,292.95
341,105978,City Hotel,2017-02-15,4,83,78.0,0.0632,Low,312.0,292.28
342,86227,City Hotel,2016-03-27,3,22,107.0,0.0905,Low,321.0,291.95
343,34514,Resort Hotel,2017-03-21,7,43,41.6,0.0145,Low,291.2,286.98
344,98090,City Hotel,2016-09-22,3,178,95.67,0.0053,Low,287.01,285.49
345,98084,City Hotel,2016-09-22,3,178,95.67,0.0091,Low,287.01,284.4
346,98085,City Hotel,2016-09-22,3,178,95.67,0.0091,Low,287.01,284.4
347,98086,City Hotel,2016-09-22,3,178,95.67,0.0091,Low,287.01,284.4
348,98087,City Hotel,2016-09-22,3,178,95.67,0.0091,Low,287.01,284.4
349,98095,City Hotel,2016-09-22,3,178,95.67,0.0091,Low,287.01,284.4
350,98105,City Hotel,2016-09-22,3,178,95.67,0.0091,Low,287.01,284.4
351,98148,City Hotel,2016-09-22,3,178,95.67,0.0091,Low,287.01,284.4
352,98149,City Hotel,2016-09-22,3,178,95.67,0.0091,Low,287.01,284.4
353,98152,City Hotel,2016-09-22,3,178,95.67,0.0091,Low,287.01,284.4
354,104749,City Hotel,2017-01-19,3,25,95.0,0.0039,Low,285.0,283.89
355,83261,City Hotel,2016-01-24,3,15,95.0,0.0046,Low,285.0,283.69
356,46718,City Hotel,2016-01-17,4,63,71.0,0.0033,Low,284.0,283.06
357,46823,City Hotel,2016-01-19,4,63,70.75,0.001,Low,283.0,282.72
358,33564,Resort Hotel,2017-02-20,7,20,42.0,0.0395,Low,294.0,282.39
359,83294,City Hotel,2016-01-25,3,15,95.0,0.0113,Low,285.0,281.78
360,46304,City Hotel,2015-12-29,4,111,70.5,0.0021,Low,282.0,281.41
361,46305,City Hotel,2015-12-29,4,111,70.5,0.0021,Low,282.0,281.41
362,46306,City Hotel,2015-12-29,4,111,70.5,0.0021,Low,282.0,281.41
363,46307,City Hotel,2015-12-29,4,111,70.5,0.0021,Low,282.0,281.41
364,86114,City Hotel,2016-03-25,3,4,94.0,0.0025,Low,282.0,281.3
365,86123,City Hotel,2016-03-25,3,4,94.0,0.0025,Low,282.0,281.3
366,114733,City Hotel,2017-06-23,4,59,105.0,0.331,Medium,420.0,280.98
367,3656,Resort Hotel,2015-12-30,4,122,84.5,0.17,Low,338.0,280.54
368,3674,Resort Hotel,2015-12-30,4,122,84.5,0.17,Low,338.0,280.54
369,3675,Resort Hotel,2015-12-30,4,122,84.5,0.17,Low,338.0,280.54
370,3706,Resort Hotel,2015-12-30,4,122,84.5,0.17,Low,338.0,280.54
371,3707,Resort Hotel,2015-12-30,4,122,84.5,0.17,Low,338.0,280.54
372,98710,City Hotel,2016-10-01,3,174,96.0,0.0259,Low,288.0,280.54
373,46105,City Hotel,2015-12-09,4,69,70.0,0.0002,Low,280.0,279.94
374,46115,City Hotel,2015-12-09,4,69,70.0,0.0002,Low,280.0,279.94
375,46102,City Hotel,2015-12-09,4,69,70.0,0.0012,Low,280.0,279.66
376,46103,City Hotel,2015-12-09,4,69,70.0,0.0012,Low,280.0,279.66
377,46106,City Hotel,2015-12-09,4,69,70.0,0.0012,Low,280.0,279.66
378,46108,City Hotel,2015-12-09,4,69,70.0,0.0012,Low,280.0,279.66
379,46109,City Hotel,2015-12-09,4,69,70.0,0.0012,Low,280.0,279.66
380,46110,City Hotel,2015-12-09,4,69,70.0,0.0012,Low,280.0,279.66
381,46111,City Hotel,2015-12-09,4,69,70.0,0.0012,Low,280.0,279.66
382,46112,City Hotel,2015-12-09,4,69,70.0,0.0012,Low,280.0,279.66
383,46113,City Hotel,2015-12-09,4,69,70.0,0.0012,Low,280.0,279.66
384,46114,City Hotel,2015-12-09,4,69,70.0,0.0012,Low,280.0,279.66
385,46116,City Hotel,2015-12-09,4,69,70.0,0.0012,Low,280.0,279.66
386,46117,City Hotel,2015-12-09,4,69,70.0,0.0012,Low,280.0,279.66
387,49848,City Hotel,2016-04-20,4,187,70.0,0.0017,Low,280.0,279.52
388,49895,City Hotel,2016-04-20,4,187,70.0,0.0017,Low,280.0,279.52
389,35653,Resort Hotel,2017-04-23,6,154,46.5,0.0041,Low,279.0,277.86
390,86192,City Hotel,2016-03-25,4,4,69.5,0.0017,Low,278.0,277.53
391,98708,City Hotel,2016-10-01,3,174,96.0,0.0518,Low,288.0,273.08
392,98709,City Hotel,2016-10-01,3,174,96.0,0.0518,Low,288.0,273.08
393,98711,City Hotel,2016-10-01,3,174,96.0,0.0518,Low,288.0,273.08
394,2509,Resort Hotel,2015-10-19,5,47,76.8,0.2894,Medium,384.0,272.87
395,99151,City Hotel,2016-10-07,3,68,90.67,0.0003,Low,272.01,271.93
396,99157,City Hotel,2016-10-07,3,68,90.67,0.0003,Low,272.01,271.93
397,99186,City Hotel,2016-10-07,3,68,90.67,0.0003,Low,272.01,271.93
398,99187,City Hotel,2016-10-07,3,68,90.67,0.0003,Low,272.01,271.93
399,99188,City Hotel,2016-10-07,3,68,90.67,0.0003,Low,272.01,271.93
400,99193,City Hotel,2016-10-07,3,68,90.67,0.0003,Low,272.01,271.93
401,99195,City Hotel,2016-10-07,3,68,90.67,0.0003,Low,272.01,271.93
402,99196,City Hotel,2016-10-07,3,68,90.67,0.0003,Low,272.01,271.93
403,99197,City Hotel,2016-10-07,3,68,90.67,0.0003,Low,272.01,271.93
404,99199,City Hotel,2016-10-07,3,68,90.67,0.0003,Low,272.01,271.93
405,99194,City Hotel,2016-10-07,3,68,90.67,0.0038,Low,272.01,270.98
406,53305,City Hotel,2016-06-17,3,108,89.5,0.0007,Low,268.5,268.31
407,108918,City Hotel,2017-04-01,3,105,88.2,0.0055,Low,264.6,263.14
408,44139,City Hotel,2015-09-30,3,80,100.0,0.1233,Low,300.0,263.01
409,108952,City Hotel,2017-04-01,3,50,88.2,0.0092,Low,264.6,262.17
410,56801,City Hotel,2016-09-14,3,107,130.0,0.3285,Medium,390.0,261.88
411,6638,Resort Hotel,2016-06-22,3,75,92.0,0.0567,Low,276.0,260.35
412,6639,Resort Hotel,2016-06-22,3,75,92.0,0.0567,Low,276.0,260.35
413,6641,Resort Hotel,2016-06-22,3,75,92.0,0.0567,Low,276.0,260.35
414,6642,Resort Hotel,2016-06-22,3,75,92.0,0.0567,Low,276.0,260.35
415,6643,Resort Hotel,2016-06-22,3,75,92.0,0.0567,Low,276.0,260.35
416,6644,Resort Hotel,2016-06-22,3,75,92.0,0.0567,Low,276.0,260.35
417,6645,Resort Hotel,2016-06-22,3,75,92.0,0.0567,Low,276.0,260.35
418,6646,Resort Hotel,2016-06-22,3,75,92.0,0.0567,Low,276.0,260.35
419,6649,Resort Hotel,2016-06-22,3,75,92.0,0.0567,Low,276.0,260.35
420,6650,Resort Hotel,2016-06-22,3,75,92.0,0.0567,Low,276.0,260.35
421,6653,Resort Hotel,2016-06-22,3,75,92.0,0.0567,Low,276.0,260.35
422,6654,Resort Hotel,2016-06-22,3,75,92.0,0.0567,Low,276.0,260.35
423,6656,Resort Hotel,2016-06-22,3,75,92.0,0.0567,Low,276.0,260.35
424,6659,Resort Hotel,2016-06-22,3,75,92.0,0.0567,Low,276.0,260.35
425,6660,Resort Hotel,2016-06-22,3,75,92.0,0.0567,Low,276.0,260.35
426,6662,Resort Hotel,2016-06-22,3,75,92.0,0.0567,Low,276.0,260.35
427,6663,Resort Hotel,2016-06-22,3,75,92.0,0.0567,Low,276.0,260.35
428,25391,Resort Hotel,2016-06-22,3,75,92.0,0.0567,Low,276.0,260.35
429,45631,City Hotel,2015-11-17,4,87,65.0,0.0012,Low,260.0,259.69
430,79616,City Hotel,2015-10-28,3,6,86.0,0.0009,Low,258.0,257.77
431,79649,City Hotel,2015-10-28,3,6,86.0,0.0009,Low,258.0,257.77
432,89261,City Hotel,2016-05-17,2,12,130.0,0.0097,Low,260.0,257.48
433,80869,City Hotel,2015-11-24,3,27,85.67,0.0007,Low,257.01,256.83
434,45375,City Hotel,2015-10-28,3,58,85.67,0.0017,Low,257.01,256.57
435,45376,City Hotel,2015-10-28,3,58,85.67,0.0017,Low,257.01,256.57
436,45382,City Hotel,2015-10-28,3,58,85.67,0.0017,Low,257.01,256.57
437,45387,City Hotel,2015-10-28,3,58,85.67,0.0017,Low,257.01,256.57
438,45389,City Hotel,2015-10-28,3,58,85.67,0.0017,Low,257.01,256.57
439,45394,City Hotel,2015-10-28,3,58,85.67,0.0017,Low,257.01,256.57
440,45396,City Hotel,2015-10-28,3,58,85.67,0.0017,Low,257.01,256.57
441,45403,City Hotel,2015-10-28,3,58,85.67,0.0017,Low,257.01,256.57
442,45407,City Hotel,2015-10-28,3,58,85.67,0.0017,Low,257.01,256.57
443,45408,City Hotel,2015-10-28,3,58,85.67,0.0017,Low,257.01,256.57
444,45414,City Hotel,2015-10-28,3,58,85.67,0.0017,Low,257.01,256.57
445,45420,City Hotel,2015-10-28,3,58,85.67,0.0017,Low,257.01,256.57
446,45421,City Hotel,2015-10-28,3,58,85.67,0.0017,Low,257.01,256.57
447,45433,City Hotel,2015-10-28,3,58,85.67,0.0017,Low,257.01,256.57
448,45439,City Hotel,2015-10-28,3,58,85.67,0.0017,Low,257.01,256.57
449,45440,City Hotel,2015-10-28,3,58,85.67,0.0017,Low,257.01,256.57
450,45445,City Hotel,2015-10-28,3,58,85.67,0.0017,Low,257.01,256.57
451,80863,City Hotel,2015-11-24,3,27,85.67,0.0017,Low,257.01,256.57
452,80873,City Hotel,2015-11-24,3,27,85.67,0.0017,Low,257.01,256.57
453,80874,City Hotel,2015-11-24,3,27,85.67,0.0017,Low,257.01,256.57
454,80879,City Hotel,2015-11-24,3,27,85.67,0.0017,Low,257.01,256.57
455,80880,City Hotel,2015-11-24,3,27,85.67,0.0017,Low,257.01,256.57
456,80881,City Hotel,2015-11-24,3,27,85.67,0.0017,Low,257.01,256.57
457,80885,City Hotel,2015-11-24,3,27,85.67,0.0017,Low,257.01,256.57
458,80890,City Hotel,2015-11-24,3,27,85.67,0.0017,Low,257.01,256.57
459,80892,City Hotel,2015-11-24,3,27,85.67,0.0017,Low,257.01,256.57
460,45279,City Hotel,2015-10-25,3,58,85.67,0.0025,Low,257.01,256.37
461,45303,City Hotel,2015-10-25,3,58,85.67,0.0025,Low,257.01,256.37
462,104745,City Hotel,2017-01-19,3,25,85.0,0.0025,Low,255.0,254.36
463,45370,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
464,45371,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
465,45372,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
466,45373,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
467,45374,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
468,45377,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
469,45378,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
470,45379,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
471,45380,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
472,45381,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
473,45383,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
474,45384,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
475,45390,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
476,45391,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
477,45398,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
478,45399,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
479,45402,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
480,45404,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
481,45405,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
482,45406,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
483,45409,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
484,45410,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
485,45412,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
486,45415,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
487,45418,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
488,45419,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
489,45422,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
490,45424,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
491,45425,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
492,45426,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
493,45428,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
494,45429,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
495,45430,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
496,45432,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
497,45434,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
498,45435,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
499,45436,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
500,45437,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
501,45438,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
502,45441,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
503,45442,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
504,45443,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
505,45444,City Hotel,2015-10-28,3,58,85.67,0.0131,Low,257.01,253.64
506,87766,City Hotel,2016-04-22,4,48,63.5,0.0033,Low,254.0,253.16
507,83326,City Hotel,2016-01-25,4,15,64.0,0.0116,Low,256.0,253.03
508,87765,City Hotel,2016-04-22,4,48,63.5,0.0064,Low,254.0,252.37
509,87770,City Hotel,2016-04-22,4,48,63.5,0.0064,Low,254.0,252.37
510,34937,Resort Hotel,2017-04-05,4,100,61.75,0.0134,Low,247.0,243.69
511,44659,City Hotel,2015-10-09,2,50,160.0,0.2393,Low,320.0,243.42
512,8793,Resort Hotel,2016-10-14,7,125,78.81,0.5608,High,551.6700000000001,242.29
513,45707,City Hotel,2015-11-18,4,87,65.0,0.0757,Low,260.0,240.32
514,30978,Resort Hotel,2016-12-08,3,44,80.0,0.0051,Low,240.0,238.78
515,111300,City Hotel,2017-05-06,3,25,80.0,0.0062,Low,240.0,238.51
516,90061,City Hotel,2016-05-30,2,25,120.0,0.0077,Low,240.0,238.15
517,34271,Resort Hotel,2017-03-11,7,60,34.0,0.005,Low,238.0,236.81
518,34470,Resort Hotel,2017-03-19,7,60,34.0,0.0051,Low,238.0,236.79
519,97527,City Hotel,2016-09-16,2,44,117.0,0.0035,Low,234.0,233.18
520,97534,City Hotel,2016-09-16,2,44,117.0,0.0035,Low,234.0,233.18
521,97550,City Hotel,2016-09-16,2,44,117.0,0.0035,Low,234.0,233.18
522,97556,City Hotel,2016-09-16,2,44,117.0,0.0035,Low,234.0,233.18
523,97560,City Hotel,2016-09-16,2,44,117.0,0.0035,Low,234.0,233.18
524,97490,City Hotel,2016-09-16,2,44,117.0,0.0202,Low,234.0,229.27
525,97542,City Hotel,2016-09-16,2,44,117.0,0.0202,Low,234.0,229.27
526,97552,City Hotel,2016-09-16,2,44,117.0,0.0202,Low,234.0,229.27
527,97554,City Hotel,2016-09-16,2,44,117.0,0.0202,Low,234.0,229.27
528,97563,City Hotel,2016-09-16,2,44,117.0,0.0202,Low,234.0,229.27
529,8701,Resort Hotel,2016-10-09,7,101,67.99,0.5205,High,475.93,228.21
530,45695,City Hotel,2015-11-18,4,87,75.0,0.2444,Low,300.0,226.68
531,45696,City Hotel,2015-11-18,4,87,75.0,0.2444,Low,300.0,226.68
532,45706,City Hotel,2015-11-18,4,87,75.0,0.2444,Low,300.0,226.68
533,45708,City Hotel,2015-11-18,4,87,75.0,0.2444,Low,300.0,226.68
534,45711,City Hotel,2015-11-18,4,87,75.0,0.2444,Low,300.0,226.68
535,45712,City Hotel,2015-11-18,4,87,75.0,0.2444,Low,300.0,226.68
536,6661,Resort Hotel,2016-06-22,3,75,76.0,0.0142,Low,228.0,224.76
537,46282,City Hotel,2015-12-29,3,99,75.0,0.0013,Low,225.0,224.71
538,46286,City Hotel,2015-12-29,3,99,75.0,0.0013,Low,225.0,224.71
539,46288,City Hotel,2015-12-29,3,99,75.0,0.0013,Low,225.0,224.71
540,46290,City Hotel,2015-12-29,3,99,75.0,0.0013,Low,225.0,224.71
541,46292,City Hotel,2015-12-29,3,99,75.0,0.0013,Low,225.0,224.71
542,46295,City Hotel,2015-12-29,3,99,75.0,0.0013,Low,225.0,224.71
543,46298,City Hotel,2015-12-29,3,99,75.0,0.0013,Low,225.0,224.71
544,46302,City Hotel,2015-12-29,3,99,75.0,0.0013,Low,225.0,224.71
545,46303,City Hotel,2015-12-29,3,99,75.0,0.0013,Low,225.0,224.71
546,104648,City Hotel,2017-01-16,3,15,75.0,0.0015,Low,225.0,224.66
547,106653,City Hotel,2017-02-26,3,2,75.0,0.0015,Low,225.0,224.66
548,79620,City Hotel,2015-10-28,3,6,75.0,0.002,Low,225.0,224.55
549,79621,City Hotel,2015-10-28,3,6,75.0,0.002,Low,225.0,224.55
550,79622,City Hotel,2015-10-28,3,6,75.0,0.002,Low,225.0,224.55
551,79623,City Hotel,2015-10-28,3,6,75.0,0.002,Low,225.0,224.55
552,50581,City Hotel,2016-05-05,3,236,81.67,0.0873,Low,245.01,223.62
553,50609,City Hotel,2016-05-05,3,236,81.67,0.0873,Low,245.01,223.62
554,50610,City Hotel,2016-05-05,3,236,81.67,0.0873,Low,245.01,223.62
555,50615,City Hotel,2016-05-05,3,236,81.67,0.0873,Low,245.01,223.62
556,50656,City Hotel,2016-05-05,3,236,81.67,0.0873,Low,245.01,223.62
557,50673,City Hotel,2016-05-05,3,236,81.67,0.0873,Low,245.01,223.62
558,50681,City Hotel,2016-05-05,3,236,81.67,0.0873,Low,245.01,223.62
559,50682,City Hotel,2016-05-05,3,236,81.67,0.0873,Low,245.01,223.62
560,33184,Resort Hotel,2017-02-13,4,113,56.0,0.0066,Low,224.0,222.52
561,44379,City Hotel,2015-10-05,2,77,112.2,0.0096,Low,224.4,222.25
562,44380,City Hotel,2015-10-05,2,77,112.2,0.0096,Low,224.4,222.25
563,44381,City Hotel,2015-10-05,2,77,112.2,0.0096,Low,224.4,222.25
564,44392,City Hotel,2015-10-05,2,77,112.2,0.0096,Low,224.4,222.25
565,44398,City Hotel,2015-10-05,2,77,112.2,0.0096,Low,224.4,222.25
566,44401,City Hotel,2015-10-05,2,77,112.2,0.0096,Low,224.4,222.25
567,52692,City Hotel,2016-06-09,3,48,73.33,0.0027,Low,219.99,219.4
568,52696,City Hotel,2016-06-09,3,48,73.33,0.0028,Low,219.99,219.37
569,52699,City Hotel,2016-06-09,3,48,73.33,0.0028,Low,219.99,219.37
570,52700,City Hotel,2016-06-09,3,48,73.33,0.0028,Low,219.99,219.37
571,52702,City Hotel,2016-06-09,3,48,73.33,0.0028,Low,219.99,219.37
572,52705,City Hotel,2016-06-09,3,48,73.33,0.0028,Low,219.99,219.37
573,52710,City Hotel,2016-06-09,3,48,73.33,0.0028,Low,219.99,219.37
574,52713,City Hotel,2016-06-09,3,48,73.33,0.0028,Low,219.99,219.37
575,52714,City Hotel,2016-06-09,3,48,73.33,0.0028,Low,219.99,219.37
576,52715,City Hotel,2016-06-09,3,48,73.33,0.0028,Low,219.99,219.37
577,52716,City Hotel,2016-06-09,3,48,73.33,0.0028,Low,219.99,219.37
578,52718,City Hotel,2016-06-09,3,48,73.33,0.0028,Low,219.99,219.37
579,89793,City Hotel,2016-05-24,2,1,110.0,0.0046,Low,220.0,218.99
580,46311,City Hotel,2015-12-29,4,111,70.5,0.2276,Low,282.0,217.82
581,45647,City Hotel,2015-11-18,3,87,75.0,0.0329,Low,225.0,217.6
582,45661,City Hotel,2015-11-18,3,87,75.0,0.0329,Low,225.0,217.6
583,45672,City Hotel,2015-11-18,3,87,75.0,0.0329,Low,225.0,217.6
584,45682,City Hotel,2015-11-18,3,87,75.0,0.0329,Low,225.0,217.6
585,45690,City Hotel,2015-11-18,3,87,75.0,0.0329,Low,225.0,217.6
586,45704,City Hotel,2015-11-18,3,87,75.0,0.0329,Low,225.0,217.6
587,46827,City Hotel,2016-01-19,4,63,71.0,0.2363,Low,284.0,216.89
588,44619,City Hotel,2015-10-08,3,53,72.25,0.0034,Low,216.75,216.01
589,53322,City Hotel,2016-06-17,3,108,72.0,0.0009,Low,216.0,215.81
590,53323,City Hotel,2016-06-17,3,108,72.0,0.0009,Low,216.0,215.81
591,53325,City Hotel,2016-06-17,3,108,72.0,0.0009,Low,216.0,215.81
592,46281,City Hotel,2015-12-29,3,99,85.0,0.1561,Low,255.0,215.19
593,46285,City Hotel,2015-12-29,3,99,85.0,0.1561,Low,255.0,215.19
594,46296,City Hotel,2015-12-29,3,99,85.0,0.1561,Low,255.0,215.19
595,53306,City Hotel,2016-06-17,3,108,72.0,0.0084,Low,216.0,214.19
596,46803,City Hotel,2016-01-19,3,63,71.0,0.0002,Low,213.0,212.96
597,46794,City Hotel,2016-01-19,3,63,71.0,0.0004,Low,213.0,212.91
598,46806,City Hotel,2016-01-19,3,63,71.0,0.0006,Low,213.0,212.87
599,46778,City Hotel,2016-01-19,3,63,71.0,0.0007,Low,213.0,212.85
600,46786,City Hotel,2016-01-19,3,63,71.0,0.0007,Low,213.0,212.85
601,46811,City Hotel,2016-01-19,3,63,71.0,0.0007,Low,213.0,212.85
602,46819,City Hotel,2016-01-19,3,63,71.0,0.0009,Low,213.0,212.81
603,46776,City Hotel,2016-01-19,3,63,71.0,0.001,Low,213.0,212.79
604,46785,City Hotel,2016-01-19,3,63,71.0,0.001,Low,213.0,212.79
605,46805,City Hotel,2016-01-19,3,63,71.0,0.001,Low,213.0,212.79
606,46802,City Hotel,2016-01-19,3,63,71.0,0.0011,Low,213.0,212.77
607,46793,City Hotel,2016-01-19,3,63,71.0,0.0012,Low,213.0,212.74
608,46810,City Hotel,2016-01-19,3,63,71.0,0.0012,Low,213.0,212.74
609,46818,City Hotel,2016-01-19,3,63,71.0,0.0012,Low,213.0,212.74
610,46800,City Hotel,2016-01-19,3,63,71.0,0.0014,Low,213.0,212.7
611,46825,City Hotel,2016-01-19,3,63,71.0,0.0014,Low,213.0,212.7
612,46822,City Hotel,2016-01-19,3,63,71.0,0.0015,Low,213.0,212.68
613,46738,City Hotel,2016-01-18,3,63,71.0,0.0031,Low,213.0,212.34
614,23608,Resort Hotel,2016-04-27,3,52,85.33,0.1707,Low,255.99,212.29
615,46349,City Hotel,2015-12-30,3,111,70.67,0.0021,Low,212.01,211.56
616,46350,City Hotel,2015-12-30,3,111,70.67,0.0021,Low,212.01,211.56
617,46351,City Hotel,2015-12-30,3,111,70.67,0.0021,Low,212.01,211.56
618,46352,City Hotel,2015-12-30,3,111,70.67,0.0021,Low,212.01,211.56
619,46357,City Hotel,2015-12-30,3,111,70.67,0.0021,Low,212.01,211.56
620,43652,City Hotel,2015-09-22,2,65,106.0,0.0029,Low,212.0,211.39
621,43655,City Hotel,2015-09-22,2,65,106.0,0.0029,Low,212.0,211.39
622,43656,City Hotel,2015-09-22,2,65,106.0,0.0029,Low,212.0,211.39
623,43658,City Hotel,2015-09-22,2,65,106.0,0.0029,Low,212.0,211.39
624,43659,City Hotel,2015-09-22,2,65,106.0,0.0029,Low,212.0,211.39
625,46784,City Hotel,2016-01-19,3,63,70.0,0.0008,Low,210.0,209.83
626,87767,City Hotel,2016-04-23,3,48,70.0,0.0015,Low,210.0,209.68
627,46742,City Hotel,2016-01-18,5,63,80.0,0.4774,Medium,400.0,209.04
628,46744,City Hotel,2016-01-18,5,63,80.0,0.4774,Medium,400.0,209.04
629,34272,Resort Hotel,2017-03-11,7,60,30.0,0.005,Low,210.0,208.95
630,34469,Resort Hotel,2017-03-19,7,60,30.0,0.0051,Low,210.0,208.93
631,80875,City Hotel,2015-11-24,3,27,67.83,0.0008,Low,203.49,203.33
632,80876,City Hotel,2015-11-24,3,27,67.83,0.0008,Low,203.49,203.33
633,80883,City Hotel,2015-11-24,3,27,67.83,0.0008,Low,203.49,203.33
634,80902,City Hotel,2015-11-24,3,27,67.83,0.0008,Low,203.49,203.33
635,46291,City Hotel,2015-12-29,3,99,75.0,0.1108,Low,225.0,200.07
636,34042,Resort Hotel,2017-03-09,2,109,99.0,0.0011,Low,198.0,197.78
637,44617,City Hotel,2015-10-08,3,53,65.45,0.003,Low,196.35,195.76
638,44618,City Hotel,2015-10-08,3,53,65.45,0.003,Low,196.35,195.76
639,44620,City Hotel,2015-10-08,3,53,65.45,0.003,Low,196.35,195.76
640,36755,Resort Hotel,2017-05-25,3,99,67.0,0.0276,Low,201.0,195.45
641,86145,City Hotel,2016-03-25,3,4,65.0,0.0002,Low,195.0,194.96
642,46284,City Hotel,2015-12-29,3,99,65.0,0.0004,Low,195.0,194.92
643,53319,City Hotel,2016-06-17,3,108,65.0,0.0005,Low,195.0,194.9
644,36719,Resort Hotel,2017-05-25,3,20,67.0,0.0317,Low,201.0,194.63
645,86146,City Hotel,2016-03-25,3,4,65.0,0.0023,Low,195.0,194.55
646,86187,City Hotel,2016-03-26,3,4,65.0,0.0025,Low,195.0,194.51
647,86105,City Hotel,2016-03-25,3,4,65.0,0.0027,Low,195.0,194.47
648,86107,City Hotel,2016-03-25,3,4,65.0,0.0027,Low,195.0,194.47
649,105315,City Hotel,2017-02-02,3,28,99.0,0.3465,Medium,297.0,194.09
650,98653,City Hotel,2016-09-30,3,11,132.0,0.5108,High,396.0,193.72
651,51013,City Hotel,2016-05-13,3,215,65.0,0.0131,Low,195.0,192.45
